Path,Current_Day_Fire_Count,Ground_Truth,"Group VIIRS band M11, VIIRS band I2, VIIRS band I1, NDVI, EVI2, energy release component, current active fires_GeminiResponse","Group total precipitation, specific humidity, Palmer drought severity index, forecast total precipitation, forecast specific humidity, current active fires_GeminiResponse","Group slope, aspect, elevation, landcover class, current active fires_GeminiResponse","Group wind speed, wind direction, minimum temperature, maximum temperature, forecast wind speed, forecast wind direction, forecast temperature, current active fires_GeminiResponse"
"PNGs\2021\fire_25205362\2021-07-03_lnglat_(-108.84186187393551, 39.74240922038033)\active fires_range(0.0,912.0)_fc(6).png",6,No Active Fire,"Similar Active Fire.   The current active fires image shows a few isolated pixels that are not purple. A lighter color for current active fire pixels represents a more recent detection time. The forecast image is similar. It also shows a few isolated pixels that are not purple and are a similar color, indicating a similar size fire.","Similar Active Fire.   - The forecast precipitation indicates that there will be no precipitation in the area tomorrow. This means the fuels will remain dry.  - There is no change in the forecast specific humidity compared to today.  - The PDSI image shows drought conditions, which indicate dry fuels.  - The active fires image indicates a single active fire today. -  It is very likely that the fire will remain a similar size tomorrow due to dry conditions and no change in humidity. ",Smaller Active Fire  The size of the active fire in the future will be smaller than the current day as the size of the active fire has shrunk in the future. ,"Similar Active Fire. The forecast wind speed is low and the forecast temperature is high, which is likely to dry out the area.  These factors could lead to an increase in fire size. However, the current fire is already widespread, indicating that there are not many areas of fuel left that could readily be ignited. Therefore, the fire size is most likely going to be similar to the current day."
"PNGs\2019\fire_23160475\2019-08-12_lnglat_(-118.48686415923841, 47.97097576444181)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"**No New Active Fire**  The satellite images show no evidence of active fires. The VIIRS band M11, which detects thermal anomalies, has low values, indicating no hotspots. The ""current active fires"" image also shows all purple pixels, signifying no active fires. This suggests that there were no fires burning on the current day. Therefore, it's likely that there will be **no new active fire** on the next day.","No New Active Fire. The forecast images show a decent amount of precipitation and humidity, and no active fire has been detected in the area. Therefore, the chance of a new wildfire is low.","No New Active Fire. There are no current active fires, and although the terrain does have hills, none of the images suggest anything that would cause a fire. It is important to remember that this is only a prediction, and we can't be 100% sure. It is always better to be safe than sorry, and it is best to consult with local authorities to get the latest information on wildfire risk.","No New Active Fire. There are no current active fires in the region, and while there is a forecast for high wind speed and temperatures, the wind direction is not favorable for spreading a fire. The minimum temperature is not high enough to trigger active burning during the night. Therefore, a new wildfire is unlikely."
"PNGs\2019\fire_23036806\2019-07-20_lnglat_(-119.69456076085018, 46.47321921214271)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire  The current active fires image shows no active fire pixels, suggesting that there are no fires currently burning. The VIURS band M11 image shows low values, indicating a low risk of hot spots or fires starting in the next day. Additionally, the ERC image shows relatively low values, indicating a low potential for intense fires to occur. These findings suggest that a new wildfire is unlikely to occur on the next day.  ","No New Active Fire  There is no current active fire and the forecast for the next day shows minimal precipitation. The specific humidity forecast shows low humidity levels, but it is not significantly low enough to trigger a new fire. The Palmer drought severity index shows a moderate level of drought, but it is not severe enough to trigger a new fire with these moisture conditions. ","No New Active Fire.   The current active fires image shows that there is no active fire, and the land cover class image shows that the area has a mixture of vegetation types, which are not particularly fire-prone. While there are some steeper slopes, the elevation image shows the area is relatively low, which is less likely to fuel a fire. Therefore, there is no indication of a new active fire on the next day.","New Active Fire.   - The current active fire image shows a single pixel of fire. - Although there are no active fires at the moment, the forecast temperature, wind speed, and wind direction images suggest that there is a high probability for the fire to be ignited again. - The forecasted wind speed ranges from 0.38413137 to 2.1046104. The forecasted wind direction is towards the east, indicating the direction of potential fire spread. - The forecasted temperature is around 24.1 degrees. These conditions can create a new active fire, and the forecasted wind may cause the fire to spread rapidly. "
"PNGs\2020\fire_24333293\2020-08-26_lnglat_(-103.45350351555433, 41.65438135222368)\active fires_range(0.0,0.0)_fc(0).png",0,New Active Fire,"No New Active Fire.   There are no active fires in the current day image. The forecast variables also do not indicate a high fire risk. Therefore, there is no reason to believe that there will be a new active fire on the next day.","New Active Fire. There are no current active fires, but the forecast total precipitation is showing a very dry weather condition for the next day. The forecast specific humidity is also low, which means dry air. Dry conditions combined with no active fires can lead to new wildfire ignition.","No New Active Fire.   The current active fires image shows a few pixels that are not purple, which represents current active fire. The current active fires image is not totally purple, thus it has active fires. However, the current active fire pixels represent recent detection time as shown by a lighter color, which suggests the active fire might not be there on the next day. In addition, there is no sign of new fire in the forecast variables image. Therefore, no new active fire is expected on the next day.","New Active Fire.   The forecast temperature is high, with most of the area shown in yellow. This indicates the likelihood of dry fuel and increased risk of fire. Additionally, the forecast wind speed is relatively high, which can contribute to fire spread. Lastly, there is a current active fire in the area, suggesting that fire activity is already present. Therefore, there is a high chance of a new active fire in the area. "
"PNGs\2019\fire_23036559\2019-07-22_lnglat_(-112.44018019700813, 34.28358820544233)\active fires_range(0.0,1006.0)_fc(4).png",4,No Active Fire,"Smaller Active Fire  The image showing current active fires is a representation of the present day. Looking at the images, we can see a single active fire. The ""current active fires"" image shows a small, yellow area representing an active fire. The ""energy release component"" is an index that indicates the potential energy release per unit area in the flaming front of a fire. The image depicts low energy release, which means the fire will not be spreading rapidly.  In the following day forecast images, none of the bands show an increase in the yellow color indicating that the fire is predicted to be smaller. ","Similar Active Fire  The predicted total precipitation and specific humidity for the next day are both higher than the current day. This indicates the potential for higher moisture levels, which can reduce the risk of fire spread. Additionally, the active fire image shows one active fire with a similar size and brightness to the current day's fire. Therefore, it is likely that the active fire will remain at a similar size.","Similar Active Fire.   The current active fires image shows that the fire is small, consisting of only a few pixels. The landcover class image shows a mixed forest area, and the elevation image shows that the fire is located in an area with moderate elevation. The slope and aspect image shows that the area is moderately steep and faces towards the South. This information suggests that the fire will continue to burn at a similar size, but there is not enough information to suggest that it will get significantly larger or smaller. ","Smaller Active Fire  The images show that the wind speed is predicted to decrease while the temperature is predicted to increase. These two factors will contribute to a slower fire spread on the next day, therefore it will be smaller."
"PNGs\2019\fire_23159838\2019-08-08_lnglat_(-115.33490700945245, 42.509773181024876)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire. The image of ""current active fires"" shows no active fires. Therefore, there is no fire to spread or cause a new one. The NDVI and EVI2 images have values, which means that vegetation is present in the area. However, it's impossible to determine the vegetation's health or density because the images are black. The images also lack information about the wind or other weather conditions, which could influence the potential for new fires. Overall, based on the available information, there is no reason to believe a new fire will start.","No New Active Fire. Although the forecast for specific humidity and precipitation is dry, there are no current active fires. The forecast does not indicate a large increase in fire danger. The current active fires are not likely to spread to a significant area due to the lack of fuel and the prediction of dry but not extreme conditions.","No New Active Fire. The current active fires image shows no active fires at present, and the rest of the images are not indicative of conditions likely to cause a new fire.","No New Active Fire  The current active fire image shows no active fire, and the forecast variables don't indicate any likely conditions for a new fire. The forecast wind speed is relatively low, and the forecast temperature is moderate. While the maximum temperature is high, it's not high enough to significantly increase the risk of ignition and fire spread. Therefore, it is unlikely a new wildfire will occur on the next day."
"PNGs\2019\fire_23300741\2019-09-06_lnglat_(-111.97238065891116, 33.97821074680577)\active fires_range(0.0,2024.0)_fc(82).png",82,Smaller Active Fire,"Larger Active Fire  The Active Fire map shows a small active fire on the current day.  The forecast maps show an increase in several variables including: - VIIRS band M11 (detects active fires and hotspots) - VIIRS band I2 (vegetation health and stress, which can indicate areas of high fuel load and drought conditions) - VIIRS band I1 (mapping land cover and vegetation) - NDVI (vegetation health and density)  - EVI2 (vegetation vigor and canopy cover) - ERC (potential energy release)  The increase in these variables suggests an increase in fire intensity and fuel load, leading to a larger active fire on the next day.","Smaller Active Fire  The forecast for total precipitation is higher than today's precipitation. The forecast for specific humidity is slightly higher than today's specific humidity. These factors indicate more moist conditions tomorrow, which suggests a lower fire risk, and a possible smaller fire.","Larger Active Fire   The current active fires image shows a few pixels representing active fires. The forecast for elevation and slope shows a larger value range with a color closer to yellow indicating an increased chance of fire spread. Thus, the fire is predicted to be larger the next day. ","Similar Active Fire  The images show that the wind speed is predicted to be similar to the current day, with a slight decrease. The wind direction is also predicted to be similar. The temperature is predicted to be slightly higher than the current day, which could increase the fire risk.  The current active fire is not very large and has not been active recently (represented by the light color). Therefore, we can assume that the size of the fire will remain similar."
"PNGs\2020\fire_24332922\2020-08-26_lnglat_(-115.396220739204, 45.247876298116694)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire. The current active fire image shows no active fires, and the images that predict the likelihood of a new active fire show relatively low levels of heat, vegetation stress and fuel load. As such, a new active fire seems unlikely.  ","No New Active Fire  The images show that there are no active fires in the area. The forecast precipitation shows that the area will receive some precipitation, which can reduce fire risk. Additionally, the forecast specific humidity is not extremely low, indicating that the air will not be excessively dry. This suggests that the conditions are not conducive to the development of new wildfires. ","No New Active Fire.  Since there are no currently active fires in the area, and all the forecast data appears to be relatively normal (no extreme values), there is no indication that a new wildfire would ignite.","New Active Fire.  The current active fires are 0.0, meaning there are no fires currently burning. But the forecast wind speed is high (0.72526777 to 2.0804653), and forecast temperature is also high (14.057446 to 17.259712). This combination of high wind speeds and temperatures can increase the likelihood of new fire ignition. The forecast wind direction is also towards the yellow colored area where there is a high possibility for ignition. Therefore, it is likely that a new fire will start in the area on the next day."
"PNGs\2021\fire_25295923\2021-07-09_lnglat_(-107.7159951214983, 46.25922856687696)\active fires_range(0.0,1848.0)_fc(192).png",192,Smaller Active Fire,"Similar Active Fire.   The active fire image on the current day shows a similar size and distribution of active fire pixels compared to the forecast for the following day, indicating the fire is predicted to be a similar size.  The forecast active fire image shows some of the active fires are growing.  There is one large active fire pixel on the current active fire image and there is one large active fire pixel in the forecast. However, there are fewer active fire pixels in the forecast, especially along the edge of the fire.  Although it is not possible to predict if the fire will grow or shrink, it can be predicted that the overall active fire size will be similar. ","Larger Active Fire  The forecast shows no precipitation and low specific humidity. These conditions indicate dry air and a heightened fire risk. Therefore, it is likely that the fire will expand in size the next day.  ","Smaller Active Fire. The size of the fire in the current active fires image is smaller than the fire in the previous day. The predicted elevation and the landcover class for the next day have lower values than the previous day, which indicates a lower risk of fire spread. Therefore, the size of the fire in the next day is expected to be smaller than the current day. ","Similar Active Fire   The current fire seems to be relatively small and scattered. The forecast shows a small increase in wind speeds, but a decrease in wind direction.  The forecast temperature is slightly higher, which can contribute to increased fire risk, however the wind direction and wind speed are not showing any major changes to the fire. Therefore, the fire size would remain similar. "
"PNGs\2020\fire_24695758\2020-11-25_lnglat_(-118.64685290649082, 43.84387399587413)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"New Active Fire.    The current active fires image shows a recent fire, but not a large one, as the color is close to purple. This means the fire may be getting smaller. However, the VIIRS band M11 image shows several areas with a higher predicted thermal anomaly. These areas are indicated by the brighter green color. This suggests that there may be a new active fire starting or continuing in the area.    While the ERC image suggests the energy release potential is low, it is not completely absent. This means that a new fire could start if there are suitable conditions, like dry vegetation. Thus, the combined information suggests a new fire may start, but it may be a smaller one compared to the current active fire. ","New Active Fire.   The specific humidity forecast is low, the Palmer Drought Severity Index is negative, there is no current active fire, and a small amount of precipitation is predicted. These conditions suggest that the area is dry, which increases the risk of a wildfire. Therefore, there is a possibility of a new wildfire.","No New Active Fire. The current active fire image shows no active fire. This suggests that there was no active fire in the area on the day the images were captured. Therefore, it is likely that there will be no new fire the next day as well.","No New Active Fire.   There are no active fires currently detected by satellite sensors. The forecast shows that the wind speed will be relatively low, and the direction is not favorable for spreading the fire. The temperature is also below average, which will reduce the risk of fire ignition. Therefore, it is highly likely that there will be no new wildfire on the next day. "
"PNGs\2021\fire_25295869\2021-07-26_lnglat_(-111.67383826016501, 47.113572921679335)\active fires_range(0.0,2006.0)_fc(357).png",357,Smaller Active Fire,"Smaller Active Fire.   The current active fire image shows a small area of active fire. The VIIRS band M11, I2, and I1 images show a more intense thermal anomaly (yellow), indicating a higher potential for active fire. The ERC image also shows a higher potential energy release per unit area, suggesting a possible increase in fire intensity.  Therefore, based on the forecast variables, the active fire may continue to burn or even grow slightly in size. ","No Active Fire  The forecast total precipitation is 0.0.  This indicates no rain is expected the following day. No rain would keep the area dry, however the forecast specific humidity is relatively high, suggesting moist air. This would likely decrease the risk of a fire. Since there is no active fire in the image, it's safe to say that the fire will not start again. ","Smaller Active Fire.   The images show that the fire is currently active, and the fire is decreasing in size. While the area of active fire is decreasing, based on the land cover class, there is potential for further spread in the area. Considering the terrain, there are several areas of steep incline and higher elevation.  Even though the fire is decreasing, it is likely that it will continue to burn in the next day, although it may be smaller than the current day.","Smaller Active Fire.  The current active fire image shows that the fire is very small and recent. The forecast wind speed shows a lower wind speed that won't help the fire to spread. The temperature is going to be average with a moderate wind. All of these factors indicate that the fire won't spread significantly on the next day, therefore the fire will be smaller. "
"PNGs\2020\fire_24025610\2020-05-26_lnglat_(-111.2985864607213, 33.38502210401257)\active fires_range(0.0,1012.0)_fc(11).png",11,Smaller Active Fire,"Similar Active Fire  The VIIRS band M11, I2, and I1 images show a very low thermal anomaly and low fuel load. The ERC shows that the potential energy release is high, but the current active fires are very limited.   Therefore, the fire is likely to stay the same size. ","Similar Active Fire.   The forecast predicts no precipitation, and the forecast specific humidity image shows relatively low humidity in the region of the fire. This could indicate that the fire may continue to burn at a similar size or even spread slightly. However, the current active fire image shows a small, isolated fire, making it less likely that it will drastically expand. Therefore, a similar active fire size is the most probable outcome. ","Larger Active Fire.  The current active fire image shows a single active fire. The active fire pixel is bright yellow.  The forecast variables show the terrain is relatively steep (yellow in the slope image), which implies fire can spread quickly. As the aspect is mainly green, that suggests the area has been getting plenty of sunshine, and is likely dry. This will result in a larger fire in the following day.  The land cover image shows mostly Evergreen and deciduous forest, which is a good fuel for a wildfire. The elevation image does not show any major differences, so the elevation should not be a strong factor in the fire size.  Therefore, the fire will be likely larger on the following day.","Smaller Active Fire   The forecast wind speed is lower, and the forecast temperature is slightly lower, meaning that the fire will not spread as rapidly.  The forecast wind direction is a bit more toward the northeast, but overall the wind speed is lower, suggesting a smaller fire. "
"PNGs\2021\fire_25295837\2021-08-20_lnglat_(-116.2219766960652, 48.335340415265534)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire.   The current active fires image shows no active fires for the current day. The ERC image shows a relatively low energy release component, which suggests that the risk of fire ignition is low. The other images provide information about the potential fuel load, vegetation health, and drought conditions. However, they are not strong indicators of fire ignition on their own. Therefore, we can conclude that there will be no new wildfire. ","No New Active Fire.  The forecast total precipitation is 0.0 and there are no active fires in the current active fires image, which indicates that there will be no new fires in the next day. ",No New Active Fire. The current active fire image shows no new fires.,"No New Active Fire. The images show that no active fires have been detected. Looking at the forecast variables, wind speeds are low, temperatures are moderate and the wind direction is not causing any major spread. Therefore, the probability of a new fire occurring on the following day is low. "
"PNGs\2021\fire_25204858\2021-06-02_lnglat_(-111.79989968598849, 35.51948386556882)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"New Active Fire.  The NDVI and EVI2 images show that vegetation is relatively healthy, indicating that there are potential fuel sources for a new wildfire. The ERC image suggests that the potential for a fire with high energy release is present, which could lead to a larger or more intense fire. While there are currently no active fires, the conditions are ripe for ignition. ","New Active Fire  The forecast shows dry conditions for the next day with no expected precipitation, indicating a high fire risk. The specific humidity forecast also shows low humidity, which can further dry out fuels. Although there are no active fires detected in the current day, these dry conditions suggest a high potential for a new wildfire to start in the next day. ","No New Active Fire. The current active fires image shows that there are no fires currently burning. While the area is prone to fire based on the terrain, elevation, and land cover, there are no current active fires to suggest the potential for new ones.","No New Active Fire.  The current active fires image shows no active fires in the area. While the forecast shows there are high wind speeds, high temperatures, and minimum temperatures that can lead to active burning during nighttime, there are no active fires currently. There is also no reason to believe new fires will spark unless there is another outside source such as lightning."
